address,isHostedBySuperhost,name,numberOfGuests,pricing/rate/amountFormatted,primaryHost/badges/0,primaryHost/badges/1,primaryHost/firstName,primaryHost/memberSince,primaryHost/responseRate,primaryHost/smartName,roomType,url
"Karachi, Sindh, Pakistan",No,PRIME DHA GUEST HOUSE,2.0,$34,5 Reviews,Identity verified,Attiq,Joined in September 2018,0.0,Attiq,Private room,https://www.airbnb.com/rooms/33524532
"Lahore, Punjab, Pakistan",No,Prime location in the heart of DHA. 1 luxury room.,2.0,$19,0 Reviews,Identity verified,Khan hammy,Joined in June 2020,0.4,Khan Hammy,Private room,https://www.airbnb.com/rooms/49601628
"Lahore, Punjab, Pakistan",No,Prisma Independent Apartment B,4.0,$18,6 Reviews,Identity verified,Syed,Joined in June 2018,1.0,Syed,Private room,https://www.airbnb.com/rooms/46347783
"Lahore, Punjab, Pakistan",No,Private & cosy 1-bedroom condo with free parking,2.0,$40,4 Reviews,Identity verified,Uzma,Joined in November 2022,1.0,Uzma,Entire place,https://www.airbnb.com/rooms/756411764563545900
"Islamabad, Islamabad Capital Territory, Pakistan",No,Private | Cozy | AC | WIFI Room in Islamabad,2.0,$25,1 Review,Identity verified,Irfan,Joined in April 2021,0.0,Irfan,Private room,https://www.airbnb.com/rooms/50699756
"Islamabad, Islamabad Capital Territory, Pakistan",No,Private Apartment | 2 bed | Margalla view | E-11,4.0,$57,27 Reviews,Identity verified,Imran,Joined in February 2016,0.71,Imran,Entire place,https://www.airbnb.com/rooms/45384537
"Lahore, Punjab, Pakistan",No,Private apartment near airport in DHA,5.0,$42,131 Reviews,Identity verified,Azlan,Joined in July 2021,1.0,Azlan,Entire place,https://www.airbnb.com/rooms/51520972
"Karachi, Sindh, Pakistan",No,Private bed-room in DHA for female travellers,1.0,$17,0 Reviews,Identity verified,Aman,Joined in August 2017,0.0,Aman,Private room,https://www.airbnb.com/rooms/41656278
"Lahore, Punjab, Pakistan",No,Private Bedroom for families in City Centre!,3.0,$43,0 Reviews,Identity verified,Uzair,Joined in February 2021,0.0,Uzair,Private room,https://www.airbnb.com/rooms/48306743
"Lahore, Punjab, Pakistan",No,private bedroom in a house at a prime location near Market and other facilities,2.0,$23,0 Reviews,Identity not verified,Hamza,Joined in September 2021,0.2,Hamza,Private room,https://www.airbnb.com/rooms/52391405
"Lahore, Punjab, Pakistan",No,Private bedrooms on ground floor,3.0,$23,0 Reviews,Identity not verified,Shahzaib,Joined in May 2019,0.0,Shahzaib,Private room,https://www.airbnb.com/rooms/38943563
"Lahore, Punjab, Pakistan",No,Private Executive Suite (Gulberg),2.0,$47,0 Reviews,Identity verified,Umar,Joined in August 2016,1.0,Umar,Private room,https://www.airbnb.com/rooms/18039889
"Lahore, Punjab, Pakistan",No,Private furnished room in a comfortable society.,2.0,$11,0 Reviews,Identity not verified,Farooq,Joined in May 2018,0.0,Farooq,Private room,https://www.airbnb.com/rooms/41948329
"Lahore, Punjab, Pakistan",No,Private luxury Room with Continental Breakfast,2.0,$51,0 Reviews,Identity not verified,Belal,Joined in October 2020,0.33,Belal,Private room,https://www.airbnb.com/rooms/45908446
"Lahore, Punjab, Pakistan",No,Private office space in Model Town for day use,6.0,$23,12 Reviews,Identity not verified,Talha,Joined in March 2016,0.0,Talha,Private room,https://www.airbnb.com/rooms/31575677
"Lahore, Punjab, Pakistan",No,Private Room,3.0,$32,1 Review,Identity verified,Shaikh,Joined in August 2020,0.6,Shaikh,Private room,https://www.airbnb.com/rooms/48282331
"Lahore, Punjab, Pakistan",No,Private room for family/students/working women,2.0,$23,0 Reviews,Identity verified,Agha,Joined in March 2021,0.0,Agha,Private room,https://www.airbnb.com/rooms/48860589
"Karachi, Sindh, Pakistan",No,Private Room in a Boutique Hotel,2.0,$42,15 Reviews,Identity verified,Hamsun,Joined in September 2019,1.0,Hamsun,Private room,https://www.airbnb.com/rooms/39378742
"Karachi, Sindh, Pakistan",No,Private Room in a Hotel,3.0,$42,15 Reviews,Identity verified,Hamsun,Joined in September 2019,1.0,Hamsun,Private room,https://www.airbnb.com/rooms/42263467
"Lahore, Punjab, Pakistan",No,Private room in a house,2.0,$54,1 Review,Identity verified,Muhammad,Joined in February 2019,0.0,Muhammad,Private room,https://www.airbnb.com/rooms/32282985
"Islamabad, Islamabad Capital Territory, Pakistan",No,Private room in F 6 w Terrace,2.0,$90,0 Reviews,Identity verified,Salman,Joined in July 2015,0.0,Salman,Private room,https://www.airbnb.com/rooms/8010582
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Private Room in Islamabad, newly built, outclass",3.0,$60,0 Reviews,Identity not verified,Yasir,Joined in August 2018,0.0,Yasir,Private room,https://www.airbnb.com/rooms/39325201
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Private room in prime locality F8,2.0,$35,33 Reviews,Identity verified,Syed hasnain,Joined in September 2019,1.0,Syed Hasnain,Private room,https://www.airbnb.com/rooms/38937642
"Lahore, Punjab, Pakistan",No,Private room Lahore Punjab,2.0,$17,0 Reviews,Identity not verified,M,Joined in November 2020,0.0,M,Private room,https://www.airbnb.com/rooms/47761243
"Lahore, Punjab, Pakistan",No,Private Room near Commercial,2.0,$24,79 Reviews,Identity verified,Usama,Joined in May 2018,0.97,Usama,Private room,https://www.airbnb.com/rooms/48156638
"Karachi, Sindh, Pakistan",No,private room.comfortable stay near airport Karachi,16.0,$37,0 Reviews,Identity verified,Marium,Joined in November 2021,0.0,Marium,Private room,https://www.airbnb.com/rooms/53621251
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Private room.Smart cozy with trc /ups/wifi/view.,2.0,$24,162 Reviews,Identity verified,Ayesha,Joined in May 2021,1.0,Ayesha,Private room,https://www.airbnb.com/rooms/50435738
"Lahore, Punjab, Pakistan",No,Private Rooms Available,3.0,$11,0 Reviews,Identity verified,Muhammad,Joined in December 2020,0.0,Muhammad,Private room,https://www.airbnb.com/rooms/46858849
"Karachi, Sindh, Pakistan",No,Private Rooms available for rent,2.0,$21,0 Reviews,Identity verified,Okasha,Joined in April 2021,0.0,Okasha,Private room,https://www.airbnb.com/rooms/51415323
"Lahore, Punjab, Pakistan",No,Private Single Room,2.0,$13,0 Reviews,Identity not verified,Mian danish,Joined in February 2020,0.0,Mian Danish,Private room,https://www.airbnb.com/rooms/46657527
"Lahore, Punjab, Pakistan",No,Private Space,1.0,$21,0 Reviews,Identity verified,Haseeb ul hassan,Joined in August 2020,0.0,Haseeb Ul Hassan,Private room,https://www.airbnb.com/rooms/44934687
"Lahore, Punjab, Pakistan",No,"PRIVATE SPACE FOR STAY & BUSINESS MEETINGS, LAHORE",4.0,$51,0 Reviews,Identity not verified,Muhammad yasir,Joined in February 2020,0.0,Muhammad Yasir,Entire place,https://www.airbnb.com/rooms/42293954
"Lahore, Punjab, Pakistan",No,"Private space with a shared space- lounge, balcony",2.0,$24,0 Reviews,Identity not verified,Khan,Joined in April 2018,0.0,Khan,Private room,https://www.airbnb.com/rooms/51957575
"Lahore, Punjab, Pakistan",No,Private Spacious Bedroom,2.0,$29,0 Reviews,Identity verified,Sheharyar,Joined in September 2016,0.0,Sheharyar,Private room,https://www.airbnb.com/rooms/38173377
"Lahore, Punjab, Pakistan",No,Private Studio Apartment,2.0,$34,158 Reviews,Identity verified,Humayun,Joined in November 2019,1.0,Humayun,Entire place,https://www.airbnb.com/rooms/40551194
"Lahore, Punjab, Pakistan",Yes,Private Studio Apt in Apartment Hotel,3.0,$34,41 Reviews,Identity verified,Maati spaces,Joined in June 2017,0.9,Maati Spaces,Entire place,https://www.airbnb.com/rooms/46064767
"Lahore, Punjab, Pakistan",Yes,Private Studio Apt in Apartment Hotel - Apt# 1A,2.0,$35,41 Reviews,Identity verified,Maati spaces,Joined in June 2017,0.9,Maati Spaces,Private room,https://www.airbnb.com/rooms/45918863
"Lahore, Punjab, Pakistan",Yes,Private Studio Apt in Apartment Hotel - Apt# 1C,2.0,$40,41 Reviews,Identity verified,Maati spaces,Joined in June 2017,0.9,Maati Spaces,Private room,https://www.airbnb.com/rooms/45999990
"Lahore, Punjab, Pakistan",No,Private Suites- 1 Bed Room + Lounge,2.0,$14,1 Review,Identity not verified,Saad,Joined in July 2020,0.0,Saad,Private room,https://www.airbnb.com/rooms/47167587
"Islamabad, Islamabad Capital Territory, Pakistan",No,Purple white Designer 2Bed Apartment in islamabad,7.0,$60,169 Reviews,Identity verified,Yasir nawaz,Joined in November 2018,1.0,Yasir Nawaz,Entire place,https://www.airbnb.com/rooms/44411455
"Lahore, Punjab, Pakistan",No,Pvt Bedroom in Apartment with gorgeous serene view,2.0,$31,0 Reviews,Identity verified,Ibraheem,Joined in September 2021,0.0,Ibraheem,Private room,https://www.airbnb.com/rooms/52161094
"Rawalpindi, Punjab, Pakistan",Yes,"QB's Elegant house | valley view | wifi, Car park",4.0,$39,96 Reviews,Identity verified,Qasim,Joined in March 2019,1.0,Qasim,Entire place,https://www.airbnb.com/rooms/44314134
"Karachi, Sindh, Pakistan",No,Rainbow Flats,4.0,$37,57 Reviews,Identity verified,Ali,Joined in July 2019,1.0,Ali,Entire place,https://www.airbnb.com/rooms/41491036
"Karachi, Sindh, Pakistan",No,Rana jee guest house,10.0,$74,0 Reviews,Identity verified,Hassan,Joined in September 2020,1.0,Hassan,Entire place,https://www.airbnb.com/rooms/45646135
"Karachi, Sindh, Pakistan",No,Red Stone House ..,2.0,$11,22 Reviews,Identity verified,Shahbaz,Joined in May 2018,1.0,Shahbaz,Private room,https://www.airbnb.com/rooms/29398055
"Karachi, Sindh, Pakistan",No,Red Stone House ...,2.0,$18,22 Reviews,Identity verified,Shahbaz,Joined in May 2018,1.0,Shahbaz,Private room,https://www.airbnb.com/rooms/31034671
"Karachi, Sindh, Pakistan",No,Red Stone House ............  (Entire first floor),8.0,$57,22 Reviews,Identity verified,Shahbaz,Joined in May 2018,1.0,Shahbaz,Entire place,https://www.airbnb.com/rooms/30493144
"Lahore, Punjab, Pakistan",No,Red Velvet Hotel,2.0,$34,0 Reviews,Identity verified,M saad,Joined in November 2020,0.4,M Saad,Private room,https://www.airbnb.com/rooms/48034251
"Islamabad, Islamabad Capital Territory, Pakistan",No,Reina Boutique Hotel - G6/3,3.0,$34,219 Reviews,Identity verified,Lux stays,Joined in April 2018,1.0,Lux Stays,Private room,https://www.airbnb.com/rooms/38954430
"Islamabad, Islamabad Capital Territory, Pakistan",No,Reina boutique hotel ( luxury in budget),4.0,$32,219 Reviews,Identity verified,Lux stays,Joined in April 2018,1.0,Lux Stays,Private room,https://www.airbnb.com/rooms/24768246
"Islamabad, Islamabad Capital Territory, Pakistan",No,Relaxing unit,4.0,$70,0 Reviews,Identity verified,Waseem,Joined in September 2021,0.0,Waseem,Entire place,https://www.airbnb.com/rooms/52542683
"Islamabad, Islamabad Capital Territory, Pakistan",No,Relaxy Home's,4.0,$47,0 Reviews,Identity verified,Hamza,Joined in July 2020,0.0,Hamza,Private room,https://www.airbnb.com/rooms/44102442
"Lahore, Punjab, Pakistan",No,Renovated Tiny Home Perfect for Couples/Families,3.0,$14,2 Reviews,Identity verified,Zohaib,Joined in July 2021,0.93,Zohaib,Private room,https://www.airbnb.com/rooms/53595968
"Islamabad, Islamabad Capital Territory, Pakistan",No,Residential apartments,2.0,$57,0 Reviews,Identity verified,Gulnaz,Joined in June 2018,0.0,Gulnaz,Private room,https://www.airbnb.com/rooms/46038572
"Islamabad, Islamabad Capital Territory, Pakistan",No,Retreat,2.0,$40,0 Reviews,Identity not verified,S,Joined in August 2015,0.33,S,Private room,https://www.airbnb.com/rooms/18099213
"Islamabad, Islamabad Capital Territory, Pakistan",No,Riffz 2Bedroom Designers Home,6.0,$74,257 Reviews,Identity verified,Arif,Joined in January 2018,0.97,Arif,Entire place,https://www.airbnb.com/rooms/42513099
"Lahore, Punjab, Pakistan",No,Room Available in Lahore,2.0,$17,0 Reviews,Identity not verified,Moin,Joined in September 2012,0.0,Moin,Private room,https://www.airbnb.com/rooms/45448900
"Lahore, Punjab, Pakistan",No,Room for couple,3.0,$23,0 Reviews,Identity not verified,Shehroz,Joined in August 2019,0.0,Shehroz,Private room,https://www.airbnb.com/rooms/41768450
"Lahore, Punjab, Pakistan",No,Room in center of Lahore,2.0,$19,0 Reviews,Identity not verified,Yasser,Joined in June 2019,0.0,Yasser,Private room,https://www.airbnb.com/rooms/35492976
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Room in furnished flat, main location Islamabad",4.0,$11,2 Reviews,Identity verified,Saim,Joined in March 2021,1.0,Saim,Private room,https://www.airbnb.com/rooms/50609784
"Karachi, Sindh, Pakistan",No,Room Near Airport,2.0,$21,0 Reviews,Identity verified,Raza,Joined in July 2019,0.0,Raza,Private room,https://www.airbnb.com/rooms/45494033
"Karachi, Sindh, Pakistan",No,Room with 2 single beds and attach bathroom,4.0,$57,0 Reviews,Identity not verified,Mian,Joined in July 2019,0.0,Mian,Private room,https://www.airbnb.com/rooms/37268428
"Lahore, Punjab, Pakistan",No,Room with a lush green yard,2.0,$23,0 Reviews,Identity not verified,Waleed,Joined in September 2017,0.0,Waleed,Private room,https://www.airbnb.com/rooms/47756376
"Lahore, Punjab, Pakistan",No,"Room-posh location, MM Alam Rd- short rental",1.0,$20,0 Reviews,Identity verified,Naseem,Joined in November 2012,0.0,Naseem,Private room,https://www.airbnb.com/rooms/12380973
"Lahore, Punjab, Pakistan",Yes,Room/terrace in a modern home/family neighborhood,2.0,$46,20 Reviews,Identity verified,Aliya,Joined in December 2015,1.0,Aliya,Private room,https://www.airbnb.com/rooms/53425522
"Karachi, Sindh, Pakistan",No,Roommate required,1.0,$97,0 Reviews,Identity verified,Raja ali,Joined in October 2016,0.0,Raja Ali,Shared room,https://www.airbnb.com/rooms/34510470
"Lahore, Punjab, Pakistan",No,Rooms available for guests in Lahore,8.0,$37,0 Reviews,Identity verified,Ch usman,Joined in April 2020,0.0,Ch Usman,Private room,https://www.airbnb.com/rooms/45674233
"Lahore, Punjab, Pakistan",No,Rooms for working ladies,8.0,$25,0 Reviews,Identity not verified,Pir adnan,Joined in September 2019,0.0,Pir Adnan,Shared room,https://www.airbnb.com/rooms/39014644
"Islamabad, Islamabad Capital Territory, Pakistan",No,Rooms/ full 5 beds-close to Jinnah supper Isd .,2.0,$80,0 Reviews,Identity verified,Rehana,Joined in April 2015,0.0,Rehana,Private room,https://www.airbnb.com/rooms/41338332
"Lahore, Punjab, Pakistan",No,Rose Inn for a comfortable stay like home,4.0,$51,0 Reviews,Identity verified,Sarfraz,Joined in March 2021,0.0,Sarfraz,Private room,https://www.airbnb.com/rooms/48386421
"Lahore, Punjab, Pakistan",No,"Rose Palace Hotel,  Gulberg-II",16.0,$40,6 Reviews,Identity verified,Gul,Joined in March 2014,0.0,Gul,Private room,https://www.airbnb.com/rooms/2600885
"Lahore, Punjab, Pakistan",No,"Rose Palace Hotel, Garden Town",16.0,$36,6 Reviews,Identity verified,Gul,Joined in March 2014,0.0,Gul,Private room,https://www.airbnb.com/rooms/8150248
"Lahore, Punjab, Pakistan",No,Rosewood Hotel Lahore,3.0,$57,0 Reviews,Identity verified,Ahmad,Joined in October 2017,1.0,Ahmad,Private room,https://www.airbnb.com/rooms/45827224
"Karachi, Sindh, Pakistan",No,Royal Apartment,2.0,$26,1 Review,Identity verified,Sohail,Joined in June 2018,1.0,Sohail,Private room,https://www.airbnb.com/rooms/33632967
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,Royal blue themed 1BHK Netflix-Wifi-Heated-203,2.0,$38,709 Reviews,Identity verified,Saami,Joined in April 2016,1.0,Saami,Entire place,https://www.airbnb.com/rooms/53373390
"Lahore, Punjab, Pakistan",No,Royal Continental Hotel,2.0,$32,0 Reviews,Identity not verified,Rana,Joined in August 2018,0.0,RaNa,Private room,https://www.airbnb.com/rooms/27696101
"Islamabad, Islamabad Capital Territory, Pakistan",No,Royal one Bedrooms in Villa in F10,2.0,$79,115 Reviews,Identity verified,Royal apartments,Joined in December 2017,0.88,Royal Apartments,Private room,https://www.airbnb.com/rooms/33362024
"Rawalpindi, Punjab, Pakistan",No,Royal palace,16.0,$51,0 Reviews,Identity not verified,Nouman,Joined in February 2020,0.0,Nouman,Private room,https://www.airbnb.com/rooms/42825281
"Karachi, Sindh, Pakistan",No,Royal Stay Apartment Next to Beach,2.0,$26,119 Reviews,Identity verified,Uzair,Joined in August 2019,0.99,Uzair,Entire place,https://www.airbnb.com/rooms/39783865
"Lahore, Punjab, Pakistan",No,Rustic Private Cottage w/2BR.live like Ur HOME :),4.0,$56,0 Reviews,Identity verified,Talha,Joined in November 2021,1.0,Talha,Private room,https://www.airbnb.com/rooms/53218146
"Lahore, Punjab, Pakistan",No,Rustic studio in pre-partition home,2.0,$35,15 Reviews,Identity verified,Hanna,Joined in December 2012,0.7,Hanna,Entire place,https://www.airbnb.com/rooms/34920495
"Islamabad, Islamabad Capital Territory, Pakistan",No,Sachal Mir’s Bed & Breakfast,2.0,$46,0 Reviews,Identity verified,Sachal mir’s,Joined in August 2020,0.0,Sachal Mir’s,Private room,https://www.airbnb.com/rooms/44844674
"Rawalpindi, Punjab, Pakistan",Yes,Safe & Secure Beautiful Apartment.,3.0,$43,499 Reviews,Identity verified,Jawad,Joined in September 2017,0.99,Jawad,Entire place,https://www.airbnb.com/rooms/49405127
"Islamabad, Islamabad Capital Territory, Pakistan",No,Safe & Secure Beautiful Suite Serviced Room,4.0,$34,0 Reviews,Identity not verified,Margalla,Joined in June 2021,1.0,Margalla,Private room,https://www.airbnb.com/rooms/54396777
"Lahore, Punjab, Pakistan",No,Safe and economical with excellent hospitality.,2.0,$21,0 Reviews,Identity verified,Bilal,Joined in July 2019,1.0,Bilal,Private room,https://www.airbnb.com/rooms/37036020
"Lahore, Punjab, Pakistan",No,Safe clean and relaxing.,3.0,$14,0 Reviews,Identity verified,Asif,Joined in May 2018,0.0,Asif,Private room,https://www.airbnb.com/rooms/25293163
"Lahore, Punjab, Pakistan",No,Safe Homely Environment for your comfortable stay,4.0,$17,0 Reviews,Identity verified,Hur,Joined in December 2018,1.0,Hur,Private room,https://www.airbnb.com/rooms/38040799
"Lahore, Punjab, Pakistan",No,Safe n Secure | Boutique Hotel Suites,1.0,$32,1 Review,Identity verified,Fahid,Joined in July 2020,0.6,Fahid,Entire place,https://www.airbnb.com/rooms/44390140
"Islamabad, Islamabad Capital Territory, Pakistan",No,"Safe, Peaceful , Comfy & secure Apartment",4.0,$38,220 Reviews,Identity verified,Atif,Joined in December 2020,0.56,Atif,Entire place,https://www.airbnb.com/rooms/50294911
"Lahore, Punjab, Pakistan",No,Safiya Girls Hostel,2.0,$23,0 Reviews,Identity not verified,Safiya,Joined in January 2020,0.0,Safiya,Shared room,https://www.airbnb.com/rooms/41245614
"Lahore, Punjab, Pakistan",No,Salaar residency,2.0,$23,0 Reviews,Identity verified,Muzaffer,Joined in November 2021,1.0,Muzaffer,Private room,https://www.airbnb.com/rooms/53354020
"Islamabad, Islamabad Capital Territory, Pakistan",No,Samama Gulberg Mall and Residency,4.0,$46,5 Reviews,Identity verified,Shazad,Joined in February 2018,0.5,Shazad,Entire place,https://www.airbnb.com/rooms/50173028
"Lahore, Punjab, Pakistan",No,Save and secure point,16.0,$11,1 Review,Identity verified,M aqib,Joined in July 2019,0.44,M Aqib,Private room,https://www.airbnb.com/rooms/47594553
"Lahore, Punjab, Pakistan",No,Savoey Hotel Lahore - 5 Star,16.0,$53,0 Reviews,Identity verified,Aqeel,Joined in March 2020,0.0,Aqeel,Private room,https://www.airbnb.com/rooms/42865213
"Islamabad, Islamabad Capital Territory, Pakistan",No,Scenic apartment complex surrounded by nature,5.0,$22,6 Reviews,Identity verified,Muhammad,Joined in October 2020,0.9,Muhammad,Entire place,https://www.airbnb.com/rooms/53562980
"Karachi, Sindh, Pakistan",No,SEA VIEW FLATS,4.0,$46,1 Review,Identity verified,Abdul,Joined in September 2021,0.0,Abdul,Private room,https://www.airbnb.com/rooms/52395377
"Karachi, Sindh, Pakistan",No,Seaview Guest House (Bukhari Branch),2.0,$35,9 Reviews,Identity verified,Muhammad,Joined in January 2018,1.0,Muhammad,Private room,https://www.airbnb.com/rooms/22921529
"Karachi, Sindh, Pakistan",No,seaview lodge Guest House,4.0,$42,0 Reviews,Identity verified,Roman,Joined in August 2021,0.0,Roman,Private room,https://www.airbnb.com/rooms/551212590102135700
"Karachi, Sindh, Pakistan",No,seaview lodge Guest house.,4.0,$87,0 Reviews,Identity verified,Roman,Joined in August 2021,0.0,Roman,Private room,https://www.airbnb.com/rooms/53340151
"Karachi, Sindh, Pakistan",No,"SEAVIEW,DOLMAN MAL,EMBASSIES,BAR B Q, CAFE AYLANTO",2.0,$40,0 Reviews,Identity verified,Hotel,Joined in April 2018,0.0,Hotel,Private room,https://www.airbnb.com/rooms/39319577
"Islamabad, Islamabad Capital Territory, Pakistan",No,"secluded Place wd lights, sheesha, music,AC/heat",2.0,$14,1 Review,Identity not verified,Shehroz,Joined in October 2020,0.5,Shehroz,Entire place,https://www.airbnb.com/rooms/46068755
"Karachi, Sindh, Pakistan",No,Second Chocolate Brownie Lounge,3.0,$37,4 Reviews,Identity not verified,Syed wahab,Joined in February 2020,0.0,Syed Wahab,Private room,https://www.airbnb.com/rooms/46034995
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,SECURE 3 BED RESIDENTIAL APT in G-7/1 with UPS,5.0,$40,95 Reviews,Identity verified,Araamgah,Joined in June 2021,1.0,Araamgah,Entire place,https://www.airbnb.com/rooms/52972344
"Rawalpindi, Punjab, Pakistan",No,Secure Private Room - great central location,4.0,$17,2 Reviews,Identity verified,Rizwan,Joined in January 2015,1.0,Rizwan,Private room,https://www.airbnb.com/rooms/46980205
"Lahore, Punjab, Pakistan",No,Secure with Privacy,2.0,$17,2 Reviews,Identity verified,Fawad,Joined in June 2020,1.0,Fawad,Private room,https://www.airbnb.com/rooms/43698591
"Lahore, Punjab, Pakistan",No,Separate Small Portion Near Barkat Market Lahore,3.0,$18,0 Reviews,Identity not verified,Mian,Joined in May 2019,0.0,Mian,Entire place,https://www.airbnb.com/rooms/34976229
"Karachi, Sindh, Pakistan",No,Serene and family area,2.0,$34,0 Reviews,Identity not verified,Awais,Joined in February 2019,0.0,Awais,Private room,https://www.airbnb.com/rooms/43551221
"Islamabad, Islamabad Capital Territory, Pakistan",No,Serenity Corner,7.0,$50,74 Reviews,Identity verified,S,Joined in April 2017,1.0,S,Entire place,https://www.airbnb.com/rooms/53488470
"Islamabad, Islamabad Capital Territory, Pakistan",No,Serenity Corner  (WiFi+Netflix+Sanitised),3.0,$35,74 Reviews,Identity verified,S,Joined in April 2017,1.0,S,Entire place,https://www.airbnb.com/rooms/45620848
"Islamabad, Islamabad Capital Territory, Pakistan",No,Serenity Corner (Sanitised+Netflix+Wifi),7.0,$65,74 Reviews,Identity verified,S,Joined in April 2017,1.0,S,Entire place,https://www.airbnb.com/rooms/47311965
"Islamabad, Islamabad Capital Territory, Pakistan",No,Serenity Resort,16.0,$68,0 Reviews,Identity verified,Nature,Joined in November 2020,0.0,Nature,Private room,https://www.airbnb.com/rooms/46591567
"Lahore, Punjab, Pakistan",No,SHAHLIMAR TOWER HOTEL,16.0,$47,0 Reviews,Identity verified,Ali,Joined in February 2020,1.0,Ali,Private room,https://www.airbnb.com/rooms/41996756
"Lahore, Punjab, Pakistan",No,Shahmeer's Studio,2.0,$35,254 Reviews,Identity verified,Omer shahmeer,Joined in January 2018,0.98,Omer Shahmeer,Private room,https://www.airbnb.com/rooms/23421861
"Lahore, Punjab, Pakistan",No,Shahmeer’s Executive Apartment,3.0,$50,254 Reviews,Identity verified,Omer shahmeer,Joined in January 2018,0.98,Omer Shahmeer,Private room,https://www.airbnb.com/rooms/23096671
"Lahore, Punjab, Pakistan",No,Shahmeer’s Executive Double Room,3.0,$50,254 Reviews,Identity verified,Omer shahmeer,Joined in January 2018,0.98,Omer Shahmeer,Private room,https://www.airbnb.com/rooms/28421908
"Lahore, Punjab, Pakistan",No,Shalimar Tower Hotel,2.0,$45,0 Reviews,Identity verified,Shalimar tower,Joined in December 2021,1.0,Shalimar Tower,Private room,https://www.airbnb.com/rooms/53714440
"Lahore, Punjab, Pakistan",No,Shandong Yulong Hotel,2.0,$34,0 Reviews,Identity verified,Ali,Joined in July 2020,0.25,Ali,Private room,https://www.airbnb.com/rooms/44056613
"Karachi, Sindh, Pakistan",No,Shared and Private Room in Gulshan Iqbal Karachi.,2.0,$23,0 Reviews,Identity not verified,Ahad,Joined in March 2018,0.0,Ahad,Private room,https://www.airbnb.com/rooms/38244476
"Lahore, Punjab, Pakistan",No,Sharjeel's Place 2.0,3.0,$23,9 Reviews,Identity verified,Sharjeel,Joined in May 2017,0.9,Sharjeel,Private room,https://www.airbnb.com/rooms/48670053
"Islamabad, Islamabad Capital Territory, Pakistan",No,Signature Residence,2.0,$57,1 Review,Identity not verified,Faisal,Joined in January 2020,0.0,Faisal,Private room,https://www.airbnb.com/rooms/41769169
"Karachi, Sindh, Pakistan",No,Single Room 2 beds attach bath,4.0,$57,0 Reviews,Identity not verified,Ali,Joined in July 2019,0.0,Ali,Private room,https://www.airbnb.com/rooms/37230851
"Lahore, Punjab, Pakistan",No,Single room double room available for monthly base,2.0,$11,0 Reviews,Identity verified,Rayan,Joined in September 2020,0.0,Rayan,Entire place,https://www.airbnb.com/rooms/45620502
"Islamabad, Islamabad Capital Territory, Pakistan",No,Single room with 2 beds and attach bathroom,3.0,$57,0 Reviews,Identity not verified,Ahmad,Joined in July 2019,0.0,Ahmad,Private room,https://www.airbnb.com/rooms/37238687
"Lahore, Punjab, Pakistan",No,Single room with double bed and attach bath,2.0,$57,0 Reviews,Identity not verified,Mian,Joined in July 2019,0.0,Mian,Private room,https://www.airbnb.com/rooms/37268203
"Karachi, Sindh, Pakistan",No,Skyline Sea View Apartment,2.0,$29,15 Reviews,Identity verified,Sami,Joined in December 2020,1.0,Sami,Entire place,https://www.airbnb.com/rooms/54043876
"Karachi, Sindh, Pakistan",No,Small House,2.0,$17,1 Review,Identity verified,Faraz,Joined in June 2019,0.93,Faraz,Entire place,https://www.airbnb.com/rooms/35321420
"Karachi, Sindh, Pakistan",No,Small Stylish Cozy Apartment at DHA 6,3.0,$47,15 Reviews,Identity verified,Noman,Joined in March 2012,0.5,Noman,Entire place,https://www.airbnb.com/rooms/20978208
"Lahore, Punjab, Pakistan",No,Smart Apartments,4.0,$40,29 Reviews,Identity verified,Habib,Joined in December 2020,1.0,Habib,Entire place,https://www.airbnb.com/rooms/47304829
"Islamabad, Islamabad Capital Territory, Pakistan",No,Smart House,1.0,$17,0 Reviews,Identity not verified,Farid,Joined in November 2016,0.33,Farid,Private room,https://www.airbnb.com/rooms/33187220
"Islamabad, Islamabad Capital Territory, Pakistan",No,Sovereign Upper Portion-3BR+3BTH+Netflix+Wifi,8.0,$62,94 Reviews,Identity not verified,Amin,Joined in May 2021,1.0,Amin,Entire place,https://www.airbnb.com/rooms/49954834
"Lahore, Punjab, Pakistan",No,Spacious & peaceful One Kanal house in DHA Lahore,6.0,$58,15 Reviews,Identity verified,Ahsan,Joined in November 2017,0.0,Ahsan,Entire place,https://www.airbnb.com/rooms/41756695
"Lahore, Punjab, Pakistan",No,Spacious 1 bed room and a basement in Lahore,4.0,$34,0 Reviews,Identity not verified,M shaharyar,Joined in March 2020,0.0,M Shaharyar,Entire place,https://www.airbnb.com/rooms/50664965
"Islamabad, Islamabad Capital Territory, Pakistan",No,Spacious 2KingBR/Perfect PENTHOUSE|Great GETAWAY|,6.0,$74,13 Reviews,Identity verified,Khalil,Joined in December 2020,0.0,Khalil,Entire place,https://www.airbnb.com/rooms/47744814
